PassengerId,Survived,Pclass,Sex,Age,SibSp,ParCh,Fare,Embarked
666,No,2,male,32,2,0,73.5,S
667,No,2,male,25,0,0,13,S
668,No,3,male,49,0,0,7.775,S
669,No,3,male,43,0,0,8.05,S
670,Yes,1,female,48,1,0,52,S
671,Yes,2,female,40,1,1,39,S
672,No,1,male,31,1,0,52,S
673,No,2,male,70,0,0,10.5,S
674,Yes,2,male,31,0,0,13,S
675,No,2,male,19,0,0,0,S
676,No,3,male,18,0,0,7.775,S
677,No,3,male,24.5,0,0,8.05,S
678,Yes,3,female,18,0,0,9.8417,S
679,No,3,female,43,1,6,46.9,S
680,Yes,1,male,36,0,1,512.3292,C
681,No,3,female,28,0,0,8.1375,Q
682,Yes,1,male,27,0,0,76.7292,C
683,No,3,male,20,0,0,9.225,S
684,No,3,male,14,5,2,46.9,S
685,No,2,male,60,1,1,39,S
686,No,2,male,25,1,2,41.5792,C
687,No,3,male,14,4,1,39.6875,S
688,No,3,male,19,0,0,10.1708,S
689,No,3,male,18,0,0,7.7958,S
690,Yes,1,female,15,0,1,211.3375,S
691,Yes,1,male,31,1,0,57,S
692,Yes,3,female,4,0,1,13.4167,C
693,Yes,3,male,37,0,0,56.4958,S
694,No,3,male,25,0,0,7.225,C
695,No,1,male,60,0,0,26.55,S
696,No,2,male,52,0,0,13.5,S
697,No,3,male,44,0,0,8.05,S
698,Yes,3,female,19,0,0,7.7333,Q
699,No,1,male,49,1,1,110.8833,C
700,No,3,male,42,0,0,7.65,S
701,Yes,1,female,18,1,0,227.525,C
702,Yes,1,male,35,0,0,26.2875,S
703,No,3,female,18,0,1,14.4542,C
704,No,3,male,25,0,0,7.7417,Q
705,No,3,male,26,1,0,7.8542,S
706,No,2,male,39,0,0,26,S
707,Yes,2,female,45,0,0,13.5,S
708,Yes,1,male,42,0,0,26.2875,S
709,Yes,1,female,22,0,0,151.55,S
710,Yes,3,male,4,1,1,15.2458,C
711,Yes,1,female,24,0,0,49.5042,C
712,No,1,male,41,0,0,26.55,S
713,Yes,1,male,48,1,0,52,S
714,No,3,male,29,0,0,9.4833,S
715,No,2,male,52,0,0,13,S
716,No,3,male,19,0,0,7.65,S
717,Yes,1,female,38,0,0,227.525,C
718,Yes,2,female,27,0,0,10.5,S
719,No,3,male,,0,0,15.5,Q
720,No,3,male,33,0,0,7.775,S
721,Yes,2,female,6,0,1,33,S
722,No,3,male,17,1,0,7.0542,S
723,No,2,male,34,0,0,13,S
724,No,2,male,50,0,0,13,S
725,Yes,1,male,27,1,0,53.1,S
726,No,3,male,20,0,0,8.6625,S
727,Yes,2,female,30,3,0,21,S
728,Yes,3,female,28,0,0,7.7375,Q
729,No,2,male,25,1,0,26,S
730,No,3,female,25,1,0,7.925,S
731,Yes,1,female,29,0,0,211.3375,S
732,No,3,male,11,0,0,18.7875,C
733,No,2,male,41,0,0,0,S
734,No,2,male,23,0,0,13,S
735,No,2,male,23,0,0,13,S
736,No,3,male,28.5,0,0,16.1,S
737,No,3,female,48,1,3,34.375,S
738,Yes,1,male,35,0,0,512.3292,C
739,No,3,male,20,0,0,7.8958,S
740,No,3,male,32,0,0,7.8958,S
741,Yes,1,male,45,0,0,30,S
742,No,1,male,36,1,0,78.85,S
743,Yes,1,female,21,2,2,262.375,C
744,No,3,male,24,1,0,16.1,S
745,Yes,3,male,31,0,0,7.925,S
746,No,1,male,70,1,1,71,S
747,No,3,male,16,1,1,20.25,S
748,Yes,2,female,30,0,0,13,S
749,No,1,male,19,1,0,53.1,S
750,No,3,male,31,0,0,7.75,Q
751,Yes,2,female,4,1,1,23,S
752,Yes,3,male,6,0,1,12.475,S
753,No,3,male,33,0,0,9.5,S
754,No,3,male,23,0,0,7.8958,S
755,Yes,2,female,48,1,2,65,S
756,Yes,2,male,0.67,1,1,14.5,S
757,No,3,male,28,0,0,7.7958,S
758,No,2,male,18,0,0,11.5,S
759,No,3,male,34,0,0,8.05,S
760,Yes,1,female,33,0,0,86.5,S
761,No,3,male,23,0,0,14.5,S
762,No,3,male,41,0,0,7.125,S
763,Yes,3,male,20,0,0,7.2292,C
764,Yes,1,female,36,1,2,120,S
765,No,3,male,16,0,0,7.775,S
766,Yes,1,female,51,1,0,77.9583,S
767,No,1,male,46,0,0,39.6,C
768,No,3,female,30.5,0,0,7.75,Q
769,No,3,male,28,1,0,24.15,Q
770,No,3,male,32,0,0,8.3625,S
771,No,3,male,24,0,0,9.5,S
772,No,3,male,48,0,0,7.8542,S
773,No,2,female,57,0,0,10.5,S
774,No,3,male,29,0,0,7.225,C
775,Yes,2,female,54,1,3,23,S
776,No,3,male,18,0,0,7.75,S
777,No,3,male,20,0,0,7.75,Q
778,Yes,3,female,5,0,0,12.475,S
779,No,3,male,22,0,0,7.7375,Q
780,Yes,1,female,43,0,1,211.3375,S
781,Yes,3,female,13,0,0,7.2292,C
782,Yes,1,female,17,1,0,57,S
783,No,1,male,29,0,0,30,S
784,No,3,male,35,1,2,23.45,S
785,No,3,male,25,0,0,7.05,S
786,No,3,male,25,0,0,7.25,S
787,Yes,3,female,18,0,0,7.4958,S
788,No,3,male,8,4,1,29.125,Q
789,Yes,3,male,1,1,2,20.575,S
790,No,1,male,46,0,0,79.2,C
791,No,3,male,20,0,0,7.75,Q
792,No,2,male,16,0,0,26,S
793,No,3,female,21,8,2,69.55,S
794,No,1,male,43,0,0,30.6958,C
795,No,3,male,25,0,0,7.8958,S
796,No,2,male,39,0,0,13,S
797,Yes,1,female,49,0,0,25.9292,S
798,Yes,3,female,31,0,0,8.6833,S
799,No,3,male,30,0,0,7.2292,C
800,No,3,female,30,1,1,24.15,S
801,No,2,male,34,0,0,13,S
802,Yes,2,female,31,1,1,26.25,S
803,Yes,1,male,11,1,2,120,S
804,Yes,3,male,0.42,0,1,8.5167,C
805,Yes,3,male,27,0,0,6.975,S
806,No,3,male,31,0,0,7.775,S
807,No,1,male,39,0,0,0,S
808,No,3,female,18,0,0,7.775,S
809,No,2,male,39,0,0,13,S
810,Yes,1,female,33,1,0,53.1,S
811,No,3,male,26,0,0,7.8875,S
812,No,3,male,39,0,0,24.15,S
813,No,2,male,35,0,0,10.5,S
814,No,3,female,6,4,2,31.275,S
815,No,3,male,30.5,0,0,8.05,S
816,No,1,male,39,0,0,0,S
817,No,3,female,23,0,0,7.925,S
818,No,2,male,31,1,1,37.0042,C
819,No,3,male,43,0,0,6.45,S
820,No,3,male,10,3,2,27.9,S
821,Yes,1,female,52,1,1,93.5,S
822,Yes,3,male,27,0,0,8.6625,S
823,No,1,male,38,0,0,0,S
824,Yes,3,female,27,0,1,12.475,S
825,No,3,male,2,4,1,39.6875,S
826,No,3,male,35,0,0,6.95,Q
827,No,3,male,23,0,0,56.4958,S
828,Yes,2,male,1,0,2,37.0042,C
829,Yes,3,male,19,0,0,7.75,Q
830,Yes,1,female,62,0,0,80,
831,Yes,3,female,15,1,0,14.4542,C
832,Yes,2,male,0.83,1,1,18.75,S
833,No,3,male,30,0,0,7.2292,C
834,No,3,male,23,0,0,7.8542,S
835,No,3,male,18,0,0,8.3,S
836,Yes,1,female,39,1,1,83.1583,C
837,No,3,male,21,0,0,8.6625,S
838,No,3,male,20,0,0,8.05,S
839,Yes,3,male,32,0,0,56.4958,S
840,Yes,1,male,29,0,0,29.7,C
841,No,3,male,20,0,0,7.925,S
842,No,2,male,16,0,0,10.5,S
843,Yes,1,female,30,0,0,31,C
844,No,3,male,34.5,0,0,6.4375,C
845,No,3,male,17,0,0,8.6625,S
846,No,3,male,42,0,0,7.55,S
847,No,3,male,18,8,2,69.55,S
848,No,3,male,35,0,0,7.8958,C
849,No,2,male,28,0,1,33,S
850,Yes,1,female,40,1,0,89.1042,C
851,No,3,male,4,4,2,31.275,S
852,No,3,male,74,0,0,7.775,S
853,No,3,female,9,1,1,15.2458,C
854,Yes,1,female,16,0,1,39.4,S
855,No,2,female,44,1,0,26,S
856,Yes,3,female,18,0,1,9.35,S
857,Yes,1,female,45,1,1,164.8667,S
858,Yes,1,male,51,0,0,26.55,S
859,Yes,3,female,24,0,3,19.2583,C
860,No,3,male,30,0,0,7.2292,C
861,No,3,male,41,2,0,14.1083,S
862,No,2,male,21,1,0,11.5,S
863,Yes,1,female,48,0,0,25.9292,S
864,No,3,female,14,8,2,69.55,S
865,No,2,male,24,0,0,13,S
866,Yes,2,female,42,0,0,13,S
867,Yes,2,female,27,1,0,13.8583,C
868,No,1,male,31,0,0,50.4958,S
869,No,3,male,23,0,0,9.5,S
870,Yes,3,male,4,1,1,11.1333,S
871,No,3,male,26,0,0,7.8958,S
872,Yes,1,female,47,1,1,52.5542,S
873,No,1,male,33,0,0,5,S
874,No,3,male,47,0,0,9,S
875,Yes,2,female,28,1,0,24,C
876,Yes,3,female,15,0,0,7.225,C
877,No,3,male,20,0,0,9.8458,S
878,No,3,male,19,0,0,7.8958,S
879,No,3,male,23,0,0,7.8958,S
880,Yes,1,female,56,0,1,83.1583,C
881,Yes,2,female,25,0,1,26,S
882,No,3,male,33,0,0,7.8958,S
883,No,3,female,22,0,0,10.5167,S
884,No,2,male,28,0,0,10.5,S
885,No,3,male,25,0,0,7.05,S
886,No,3,female,39,0,5,29.125,Q
887,No,2,male,27,0,0,13,S
888,Yes,1,female,19,0,0,30,S
889,No,3,female,7,1,2,23.45,S
890,Yes,1,male,26,0,0,30,C
891,No,3,male,32,0,0,7.75,Q
